,cdf,Time per Output Token
0,0.0,0.007498876040017316
1,0.01,0.007773753782279754
2,0.02,0.008287539993932908
3,0.03,0.008404381575458955
4,0.04,0.008660333186110461
5,0.05,0.00876488326506922
6,0.06,0.008870695503205394
7,0.07,0.008941945711814715
8,0.08,0.009049895499672129
9,0.09,0.009159148488988602
10,0.1,0.009288278411217488
11,0.11,0.009381627192446609
12,0.12,0.009513893722593756
13,0.13,0.009628748234369088
14,0.14,0.009725518795354299
15,0.15,0.00984292810699602
16,0.16,0.009882378681121684
17,0.17,0.009941851212208306
18,0.18,0.010021705037940093
19,0.19,0.01010220025664265
20,0.2,0.010162995682338517
21,0.21,0.01020372909115209
22,0.22,0.010224156977220457
23,0.23,0.010265135521238833
24,0.24,0.010306278307754034
25,0.25,0.01034758599505196
26,0.26,0.010409858161462445
27,0.27,0.010451580998058653
28,0.28,0.010472505084140854
29,0.29,0.010472505084140854
30,0.3,0.010493471060285281
31,0.31,0.010514479010355916
32,0.32,0.010535529018384658
33,0.33,0.010556621168571614
34,0.34,0.010577755545285472
35,0.35000000000000003,0.010620151316613502
36,0.36,0.010641412880810925
37,0.37,0.010662717010702434
38,0.38,0.010705453308604753
39,0.39,0.01072688564756092
40,0.4,0.010748360894102584
41,0.41000000000000003,0.010769879134130817
42,0.42,0.010813044939111494
43,0.43,0.010856383753157218
44,0.44,0.010878118255165542
45,0.45,0.010921717883843935
46,0.46,0.010965492260357958
47,0.47000000000000003,0.011009442085099047
48,0.48,0.011142351294774148
49,0.49,0.011276865023359462
50,0.5,0.011435851495213556
51,0.51,0.01162029680830563
52,0.52,0.011784125140703235
53,0.53,0.011831356055865461
54,0.54,0.01190255760698327
55,0.55,0.01199815999939721
56,0.56,0.012118743552489568
57,0.5700000000000001,0.012167315622267012
58,0.58,0.012265044574409346
59,0.59,0.0123142030204406
60,0.6,0.012437962859764295
61,0.61,0.012765590709203124
62,0.62,0.0128167553501572
63,0.63,0.012893887071738367
64,0.64,0.012997451909840904
65,0.65,0.013075671070196661
66,0.66,0.013154360956436932
67,0.67,0.01323352440140802
68,0.68,0.013260017943753182
69,0.6900000000000001,0.01328656452622316
70,0.7000000000000001,0.013313164255004388
71,0.71,0.013393283384271272
72,0.72,0.013446963825009393
73,0.73,0.013473884673507913
74,0.74,0.013527888165181794
75,0.75,0.013609299511113834
76,0.76,0.013609299511113834
77,0.77,0.01363654535598093
78,0.78,0.013691200793624706
79,0.79,0.013746075290919292
80,0.8,0.013773594961171384
81,0.81,0.013828799695279554
82,0.8200000000000001,0.01385648497995479
83,0.8300000000000001,0.013912021938254242
84,0.84,0.01399574501585511
85,0.85,0.01405184013005181
86,0.86,0.014136404638853238
87,0.87,0.014164705749241335
88,0.88,0.014221478060087686
89,0.89,0.014278477915038083
90,0.9,0.014335706226092027
91,0.91,0.014364406338656776
92,0.92,0.01439316390890434
93,0.93,0.01439316390890434
94,0.9400000000000001,0.01442197905186511
95,0.9500000000000001,0.014479782517199776
96,0.96,0.014508771070787758
97,0.97,0.014566922399577159
98,0.98,0.0146253067995911
99,0.99,0.014683925204981843
100,1.0,0.01480186778723828
