,cdf,Time per Output Token
0,0.0,0.006364610864101053
1,0.01,0.016424159799691102
2,0.02,0.018224255817118045
3,0.03,0.018854534751150547
4,0.04,0.019545663917194606
5,0.05,0.019860909887493217
6,0.06,0.020262127016452143
7,0.07,0.02046576484666739
8,0.08,0.020506737348862922
9,0.09,0.020671449271786557
10,0.1,0.02087920086043729
11,0.11,0.020962884948370824
12,0.12,0.021089040387965444
13,0.13,0.021215955035797776
14,0.14,0.02125842942025383
15,0.15,0.021386363457730474
16,0.16,0.02151506740711458
17,0.17,0.021687878325993115
18,0.18,0.021774803602925667
19,0.19,0.021949700745835708
20,0.2,0.021993644090672216
21,0.21,0.022437945322961717
22,0.22,0.022618168878651118
23,0.23,0.0229370503108903
24,0.24,0.02298297033153271
25,0.25,0.023121282721859978
26,0.26,0.023353655554260517
27,0.27,0.023494198742368702
28,0.28,0.02377782759137498
29,0.29,0.023825430849816174
30,0.3,0.023920923462949096
31,0.31,0.024064880490925433
32,0.32,0.024209703857776026
33,0.33,0.024258171733367175
34,0.34,0.02430673664174227
35,0.35000000000000003,0.024453015508115003
36,0.36,0.02460017468627383
37,0.37,0.024698772482012597
38,0.38,0.02484741063499535
39,0.39,0.0249469993553874
40,0.4,0.025046987228567425
41,0.41000000000000003,0.02529871371949866
42,0.42,0.025450962341686013
43,0.43,0.02555297010457077
44,0.44,0.02560412720187722
45,0.45,0.025655386715794894
46,0.46,0.025758213814027427
47,0.47000000000000003,0.025861453044505267
48,0.48,0.026121365055713178
49,0.49,0.02633117416354552
50,0.5,0.026436709825988915
51,0.51,0.026542668476635518
52,0.52,0.026595806952064222
53,0.53,0.02670240326590385
54,0.54,0.026916879323883557
55,0.55,0.026970766970177622
56,0.56,0.027078866128275373
57,0.5700000000000001,0.02718739854909769
58,0.58,0.027351013348484454
59,0.59,0.027515612787962093
60,0.6,0.027625895694644402
61,0.61,0.027903540655237234
62,0.62,0.027959403599491964
63,0.63,0.028183975995008898
64,0.64,0.028240400371375287
65,0.65,0.028410352175812174
66,0.66,0.028467229757745738
67,0.67,0.02858132675667759
68,0.68,0.028695881057752136
69,0.6900000000000001,0.02881089449384189
70,0.7000000000000001,0.028868573962298034
71,0.71,0.028926368905165502
72,0.72,0.02910044889435089
73,0.73,0.02927557650353776
74,0.74,0.029392913365939858
75,0.75,0.029510720515896368
76,0.76,0.029628999838325495
77,0.77,0.029747753225700165
78,0.78,0.02998668980313356
79,0.79,0.03004672321615285
80,0.8,0.03028806114691645
81,0.81,0.030348697905969318
82,0.8200000000000001,0.03047033585184701
83,0.8300000000000001,0.030715076276659904
84,0.84,0.030899920774896065
85,0.85,0.031023768028655918
86,0.86,0.031085877674358935
87,0.87,0.031210470245606282
88,0.88,0.03139829604360529
89,0.89,0.031587252184406465
90,0.9,0.031777345470455784
91,0.91,0.03222535722113038
92,0.92,0.03248419413236084
93,0.93,0.03281066582035456
94,0.9400000000000001,0.033008121656235595
95,0.9500000000000001,0.03347348546025249
96,0.96,0.033809899694717246
97,0.97,0.03387758718159356
98,0.98,0.034081463790840066
99,0.99,0.03456196006994819
100,1.0,0.03526015821238024
