,cdf,Time per Output Token
0,0.0,0.007277250686896177
1,0.01,0.014108160074140246
2,0.02,0.014596085407384123
3,0.03,0.015313784737057837
4,0.04,0.015685761561915694
5,0.05,0.01622824764068582
6,0.06,0.01668905999516812
7,0.07,0.016890535215895276
8,0.08,0.017128665813019556
9,0.09,0.017266244767447207
10,0.1,0.017474687931811023
11,0.11,0.017579851268977924
12,0.12,0.017685647483111043
13,0.13,0.017827700163434393
14,0.14,0.017899153799907433
15,0.15,0.017934987941648994
16,0.16,0.018042921381796924
17,0.17,0.018260740813748913
18,0.18,0.018407412694422778
19,0.19,0.01844426437148869
20,0.2,0.018555262656577566
21,0.21,0.018629632372265528
22,0.22,0.01877926722247083
23,0.23,0.018892281567469155
24,0.24,0.019044026039173982
25,0.25,0.01912035472437239
26,0.26,0.019196989335858235
27,0.27,0.01923542174694104
28,0.28,0.01931251754843599
29,0.29,0.01942874101419474
30,0.3,0.019467637392601538
31,0.31,0.019584794375487293
32,0.32,0.019702656413555748
33,0.33,0.019781624897208798
34,0.34,0.019860909887493217
35,0.35000000000000003,0.019940512652971382
36,0.36,0.02006051541717455
37,0.37,0.020100676609200927
38,0.38,0.020221643246189514
39,0.39,0.02034333786500421
40,0.4,0.020384065268137352
41,0.41000000000000003,0.020547791878089864
42,0.42,0.02071283355461296
43,0.43,0.020795850840385675
44,0.44,0.02083748417540145
45,0.45,0.02087920086043729
46,0.46,0.020962884948370824
47,0.47000000000000003,0.02104690444313434
48,0.48,0.021131260689042444
49,0.49,0.021173565515246733
50,0.5,0.021215955035797776
51,0.51,0.021215955035797776
52,0.52,0.02125842942025383
53,0.53,0.0213009888385126
54,0.54,0.021386363457730474
55,0.55,0.02142917900018838
56,0.56,0.02151506740711458
57,0.5700000000000001,0.021644545901765355
58,0.58,0.021687878325993115
59,0.59,0.021731297501820922
60,0.6,0.021774803602925667
61,0.61,0.021862077277412673
62,0.62,0.02190584519988998
63,0.63,0.02208179488046369
64,0.64,0.02217029897967988
65,0.65,0.022303720682876463
66,0.66,0.022348372776335664
67,0.67,0.022618168878651118
68,0.68,0.022754285879948363
69,0.6900000000000001,0.02284548533117115
70,0.7000000000000001,0.0229370503108903
71,0.71,0.02307508635278533
72,0.72,0.023213953100834992
73,0.73,0.023260427481417243
74,0.74,0.023400409619434216
75,0.75,0.02354123417528636
76,0.76,0.023588363773234883
77,0.77,0.02368290621867625
78,0.78,0.02377782759137498
79,0.79,0.023920923462949096
80,0.8,0.024064880490925433
81,0.81,0.024209703857776026
82,0.8200000000000001,0.024404158334272612
83,0.8300000000000001,0.024501970494117235
84,0.84,0.02460017468627383
85,0.85,0.024698772482012597
86,0.86,0.024748219473968578
87,0.87,0.02489715520083118
88,0.88,0.025046987228567425
89,0.89,0.025197720951150127
90,0.9,0.025450962341686013
91,0.91,0.02580978180965111
92,0.92,0.026226059800731324
93,0.93,0.026649051810827114
94,0.9400000000000001,0.026916879323883557
95,0.9500000000000001,0.02702476249964745
96,0.96,0.02724182777542221
97,0.97,0.027351013348484454
98,0.98,0.027460636538635508
99,0.99,0.027681202793132183
100,1.0,0.02812766435465923
