,cdf,Time per Output Token
0,0.0,0.006377352827792948
1,0.01,0.01635859435694328
2,0.02,0.01815150436949626
3,0.03,0.01870430016266761
4,0.04,0.01931251754843599
5,0.05,0.019506611641635776
6,0.06,0.019860909887493217
7,0.07,0.020100676609200927
8,0.08,0.020181240362580743
9,0.09,0.020424874207613106
10,0.1,0.020547791878089864
11,0.11,0.02075430068885643
12,0.12,0.020962884948370824
13,0.13,0.021173565515246733
14,0.14,0.0213009888385126
15,0.15,0.021472080259448016
16,0.16,0.021644545901765355
17,0.17,0.021818396803331926
18,0.18,0.021993644090672216
19,0.19,0.022259157804389196
20,0.2,0.022437945322961717
21,0.21,0.022708822771297113
22,0.22,0.02307508635278533
23,0.23,0.023167571576157994
24,0.24,0.023306994903802454
25,0.25,0.023494198742368702
26,0.26,0.023825430849816174
27,0.27,0.023968813199611645
28,0.28,0.024113058429846207
29,0.29,0.02430673664174227
30,0.3,0.024355398777161173
31,0.31,0.024404158334272612
32,0.32,0.02460017468627383
33,0.33,0.024649424285245334
34,0.34,0.024748219473968578
35,0.35000000000000003,0.02484741063499535
36,0.36,0.024996943298040815
37,0.37,0.02529871371949866
38,0.38,0.025349361795013157
39,0.39,0.025706748851362038
40,0.4,0.025913227725275052
41,0.41000000000000003,0.02601708825337182
42,0.42,0.026226059800731324
43,0.43,0.02633117416354552
44,0.44,0.026436709825988915
45,0.45,0.026542668476635518
46,0.46,0.026595806952064222
47,0.47000000000000003,0.02670240326590385
48,0.48,0.026755861530700437
49,0.49,0.026809426819050193
50,0.5,0.026970766970177622
51,0.51,0.027078866128275373
52,0.52,0.02718739854909769
53,0.53,0.027296365969166802
54,0.54,0.027515612787962093
55,0.55,0.027959403599491964
56,0.56,0.028071465225079487
57,0.5700000000000001,0.028240400371375287
58,0.58,0.028353588235400958
59,0.59,0.028467229757745738
60,0.6,0.028467229757745738
61,0.61,0.028638546630064335
62,0.62,0.02881089449384189
63,0.63,0.02881089449384189
64,0.64,0.028868573962298034
65,0.65,0.02927557650353776
66,0.66,0.029510720515896368
67,0.67,0.029688317155319145
68,0.68,0.029866982578078374
69,0.6900000000000001,0.02998668980313356
70,0.7000000000000001,0.0302275455402293
71,0.71,0.03047033585184701
72,0.72,0.030531337525224085
73,0.73,0.030653707492890352
74,0.74,0.030715076276659904
75,0.75,0.030899920774896065
76,0.76,0.03096178247814911
77,0.77,0.031023768028655918
78,0.78,0.03127295366952141
79,0.79,0.03139829604360529
80,0.8,0.03146115549514405
81,0.81,0.031587252184406465
82,0.8200000000000001,0.031777345470455784
83,0.8300000000000001,0.03203258391179361
84,0.84,0.032096713208914295
85,0.85,0.03222535722113038
86,0.86,0.03235451684009322
87,0.87,0.03274511004448971
88,0.88,0.03287635283901393
89,0.89,0.03347348546025249
90,0.9,0.03374234744757494
91,0.91,0.034081463790840066
92,0.92,0.03449290520467356
93,0.93,0.03504923060839133
94,0.9400000000000001,0.03511939923823797
95,0.9500000000000001,0.03526015821238024
96,0.96,0.03561452881254402
97,0.97,0.03604447783637629
98,0.98,0.03677262483438678
99,0.99,0.03729106234970003
100,1.0,0.03774125097747362
