,cdf,Time per Output Token
0,0.0,0.006288691933037197
1,0.01,0.0164899880295213
2,0.02,0.016823107996896916
3,0.03,0.017934987941648994
4,0.04,0.018224255817118045
5,0.05,0.01833393008235185
6,0.06,0.01900597603709771
7,0.07,0.01931251754843599
8,0.08,0.019351181247231664
9,0.09,0.019467637392601538
10,0.1,0.019624003173035816
11,0.11,0.01990067146884956
12,0.12,0.020020434467290085
13,0.13,0.020140918204014143
14,0.14,0.020262127016452143
15,0.15,0.020384065268137352
16,0.16,0.02046576484666739
17,0.17,0.020588928598566522
18,0.18,0.02075430068885643
19,0.19,0.02083748417540145
20,0.2,0.02092100106236009
21,0.21,0.02104690444313434
22,0.22,0.021173565515246733
23,0.23,0.021215955035797776
24,0.24,0.02125842942025383
25,0.25,0.021343633460811928
26,0.26,0.021386363457730474
27,0.27,0.021472080259448016
28,0.28,0.021558140615136834
29,0.29,0.02160130005580778
30,0.3,0.021644545901765355
31,0.31,0.021687878325993115
32,0.32,0.021774803602925667
33,0.33,0.021862077277412673
34,0.34,0.021993644090672216
35,0.35000000000000003,0.02208179488046369
36,0.36,0.022214683962622186
37,0.37,0.022348372776335664
38,0.38,0.022482866134419098
39,0.39,0.022663450498027784
40,0.4,0.022754285879948363
41,0.41000000000000003,0.022891222038540864
42,0.42,0.023121282721859978
43,0.43,0.023260427481417243
44,0.44,0.023400409619434216
45,0.45,0.02354123417528636
46,0.46,0.02363558772473284
47,0.47000000000000003,0.02368290621867625
48,0.48,0.023730319444339266
49,0.49,0.023968813199611645
50,0.5,0.024113058429846207
51,0.51,0.024209703857776026
52,0.52,0.024453015508115003
53,0.53,0.02460017468627383
54,0.54,0.024698772482012597
55,0.55,0.02479776545890145
56,0.56,0.0249469993553874
57,0.5700000000000001,0.02509713134714314
58,0.58,0.02514737585434463
59,0.59,0.02524816683894022
60,0.6,0.02529871371949866
61,0.61,0.025450962341686013
62,0.62,0.02560412720187722
63,0.63,0.02560412720187722
64,0.64,0.025655386715794894
65,0.65,0.025758213814027427
66,0.66,0.02580978180965111
67,0.67,0.025861453044505267
68,0.68,0.02601708825337182
69,0.6900000000000001,0.026121365055713178
70,0.7000000000000001,0.026226059800731324
71,0.71,0.02633117416354552
72,0.72,0.026542668476635518
73,0.73,0.026649051810827114
74,0.74,0.026755861530700437
75,0.75,0.02686309934521446
76,0.76,0.026970766970177622
77,0.77,0.02718739854909769
78,0.78,0.027296365969166802
79,0.79,0.027351013348484454
80,0.8,0.027515612787962093
81,0.81,0.027570699099849907
82,0.8200000000000001,0.027847789325256753
83,0.8300000000000001,0.028015378381472934
84,0.84,0.028183975995008898
85,0.85,0.028240400371375287
86,0.86,0.028524221208712196
87,0.87,0.028753330269078968
88,0.88,0.028926368905165502
89,0.89,0.02910044889435089
90,0.9,0.02921708384319103
91,0.91,0.029628999838325495
92,0.92,0.029866982578078374
93,0.93,0.029926776336993432
94,0.9400000000000001,0.030167150843845223
95,0.9500000000000001,0.030348697905969318
96,0.96,0.030531337525224085
97,0.97,0.030715076276659904
98,0.98,0.03096178247814911
99,0.99,0.031023768028655918
100,1.0,0.03139829604360529
